wavenumber_cm-1,angle_deg,third_beam_ratio_percent
2832.918,10.0,3.596594890823153e-08
2833.4,10.0,3.59147394167954e-08
2833.882,10.0,3.5863612473979664e-08
2834.364,10.0,3.581256793095768e-08
2834.846,10.0,3.576160563919047e-08
2835.328,10.0,3.571072545044413e-08
2835.81,10.0,3.565992721677824e-08
2836.292,10.0,3.560921079054466e-08
2836.775,10.0,3.55584710577982e-08
2837.257,10.0,3.550791797363626e-08
2837.739,10.0,3.5457446255430926e-08
2838.221,10.0,3.5407055756712046e-08
2838.703,10.0,3.535674633130144e-08
2839.185,10.0,3.530651783331343e-08
2839.667,10.0,3.525637011714451e-08
2840.149,10.0,3.5206303037497836e-08
2840.632,10.0,3.515621282629984e-08
2841.114,10.0,3.5106306751464e-08
2841.596,10.0,3.505648087866005e-08
2842.078,10.0,3.500673506373728e-08
2842.56,10.0,3.495706916282574e-08
2843.042,10.0,3.4907483032346754e-08
2843.524,10.0,3.4857976529014486e-08
2844.006,10.0,3.4808549509811134e-08
2844.489,10.0,3.475909953331994e-08
2844.97,10.0,3.470993335319542e-08
2845.453,10.0,3.4660641960518636e-08
2845.935,10.0,3.461153161702017e-08
2846.417,10.0,3.456250004657331e-08
2846.899,10.0,3.451354710786753e-08
2847.381,10.0,3.4464672659870846e-08
2847.863,10.0,3.4415876561841595e-08
2848.345,10.0,3.4367158673293185e-08
2848.827,10.0,3.431851885405015e-08
2849.31,10.0,3.426985629429132e-08
2849.792,10.0,3.422137235542658e-08
2850.274,10.0,3.4172966066663955e-08
2850.756,10.0,3.412463728892475e-08
2851.238,10.0,3.40763858833993e-08
2851.72,10.0,3.402821171156196e-08
2852.202,10.0,3.398011463515011e-08
2852.684,10.0,3.393209451618894e-08
2853.167,10.0,3.3884051829295694e-08
2853.649,10.0,3.383618537132522e-08
2854.131,10.0,3.378839545820967e-08
2854.613,10.0,3.374068195306189e-08
2855.095,10.0,3.3693044719259606e-08
2855.577,10.0,3.364548362044928e-08
2856.059,10.0,3.3597998520554904e-08
2856.541,10.0,3.355058928376856e-08
2857.023,10.0,3.3503255774545685e-08
2857.506,10.0,3.3455899890627056e-08
2857.988,10.0,3.340871758739276e-08
2858.47,10.0,3.336161060642187e-08
2858.952,10.0,3.331457881324687e-08
2859.434,10.0,3.3267622073661223e-08
2859.916,10.0,3.322074025372496e-08
2860.398,10.0,3.3173933219759097e-08
2860.88,10.0,3.3127200838354844e-08
2861.363,10.0,3.3080446253182766e-08
2861.845,10.0,3.303386293190648e-08
2862.327,10.0,3.2987353864253385e-08
2862.809,10.0,3.2940918917867464e-08
2863.291,10.0,3.289455796065014e-08
2863.773,10.0,3.284827086075783e-08
2864.255,10.0,3.28020574866144e-08
2864.737,10.0,3.275591770690227e-08
2865.219,10.0,3.2709851390556756e-08
2865.702,10.0,3.266376306179242e-08
2866.184,10.0,3.2617843431770447e-08
2866.666,10.0,3.257199687321902e-08
2867.148,10.0,3.252622325610393e-08
2867.63,10.0,3.2480522450647585e-08
2868.112,10.0,3.2434894327340036e-08
2868.594,10.0,3.238933875691109e-08
2869.076,10.0,3.2343855610359665e-08
2869.559,10.0,3.2298350620606934e-08
2870.041,10.0,3.2253012085385244e-08
2870.523,10.0,3.220774558826934e-08
2871.005,10.0,3.216255100126168e-08
2871.487,10.0,3.211742819662526e-08
2871.969,10.0,3.20723770468639e-08
2872.451,10.0,3.202739742473481e-08
2872.933,10.0,3.198248920325028e-08
2873.416,10.0,3.19375593069583e-08
2873.897,10.0,3.1892886455497695e-08
2874.38,10.0,3.1848099022475434e-08
2874.862,10.0,3.1803475285592126e-08
2875.344,10.0,3.175892231787385e-08
2875.826,10.0,3.171443999381374e-08
2876.308,10.0,3.1670028188156174e-08
2876.79,10.0,3.16256867758984e-08
2877.272,10.0,3.15814156322756e-08
2877.754,10.0,3.1537214632767687e-08
2878.237,10.0,3.149299216774803e-08
2878.719,10.0,3.144893122877488e-08
2879.201,10.0,3.140494006156871e-08
2879.683,10.0,3.1361018542585335e-08
2880.165,10.0,3.131716654852377e-08
2880.647,10.0,3.127338395632251e-08
2881.129,10.0,3.122967064316328e-08
2881.611,10.0,3.1186026486468386e-08
2882.094,10.0,3.114236103075801e-08
2882.576,10.0,3.109885496306185e-08
2883.058,10.0,3.105541768527999e-08
2883.54,10.0,3.1012049075790734e-08
2884.022,10.0,3.096874901321547e-08
2884.504,10.0,3.092551737640778e-08
2884.986,10.0,3.088235404445834e-08
2885.468,10.0,3.083925889669866e-08
2885.95,10.0,3.0796231812693183e-08
2886.433,10.0,3.075318361593593e-08
2886.915,10.0,3.071029243965842e-08
2887.397,10.0,3.0667468966991013e-08
2887.879,10.0,3.062471307843974e-08
2888.361,10.0,3.0582024654741556e-08
2888.843,10.0,3.053940357685919e-08
2889.325,10.0,3.049684972600763e-08
2889.807,10.0,3.045436298361564e-08
2890.29,10.0,3.0411855293119144e-08
2890.772,10.0,3.036950255149794e-08
2891.254,10.0,3.03272165637827e-08
2891.736,10.0,3.02849972123365e-08
2892.218,10.0,3.024284437974672e-08
2892.7,10.0,3.020075794882857e-08
2893.182,10.0,3.015873780263075e-08
2893.664,10.0,3.0116783824424524e-08
2894.146,10.0,3.007489589771238e-08
2894.629,10.0,3.0032987207062174e-08
2895.111,10.0,2.9991231171186005e-08
2895.593,10.0,2.9949540838422036e-08
2896.075,10.0,2.990791609318601e-08
2896.557,10.0,2.9866356820107224e-08
2897.039,10.0,2.982486290404431e-08
2897.521,10.0,2.978343423007556e-08
2898.003,10.0,2.9742070683507107e-08
2898.486,10.0,2.970068653576552e-08
2898.968,10.0,2.9659453035329357e-08
2899.45,10.0,2.9618284319310724e-08
2899.932,10.0,2.9577180273899772e-08
2900.414,10.0,2.9536140785523144e-08
2900.896,10.0,2.9495165740806476e-08
2901.378,10.0,2.945425502661198e-08
2901.86,10.0,2.9413408530022573e-08
2902.343,10.0,2.9372541594111106e-08
2902.824,10.0,2.9331907739043156e-08
2903.307,10.0,2.9291168940757402e-08
2903.789,10.0,2.9250578321908545e-08
2904.271,10.0,2.9210051359095897e-08
2904.753,10.0,2.9169587940708458e-08
2905.235,10.0,2.9129187955350848e-08
2905.717,10.0,2.9088851291847765e-08
2906.199,10.0,2.9048577839231345e-08
2906.681,10.0,2.9008367486754774e-08
2907.164,10.0,2.896813689599773e-08
2907.646,10.0,2.8928052542749053e-08
2908.128,10.0,2.8888030958454924e-08
2908.61,10.0,2.8848072033218982e-08
2909.092,10.0,2.8808175657364666e-08
2909.574,10.0,2.8768341721424323e-08
2910.056,10.0,2.872857011614709e-08
2910.538,10.0,2.868886073248507e-08
2911.021,10.0,2.8649131270354506e-08
2911.503,10.0,2.8609546132173797e-08
2911.985,10.0,2.8570022889523565e-08
2912.467,10.0,2.85305614342048e-08
2912.949,10.0,2.8491161658228035e-08
2913.431,10.0,2.8451823453806367e-08
2913.913,10.0,2.8412546713372996e-08
2914.395,10.0,2.837333132955793e-08
2914.877,10.0,2.8334177195201768e-08
2915.36,10.0,2.8295003161052585e-08
2915.842,10.0,2.825597133149899e-08
2916.324,10.0,2.821700043095309e-08
2916.806,10.0,2.8178090353087012e-08
2917.288,10.0,2.813924099177181e-08
2917.77,10.0,2.8100452241086735e-08
2918.252,10.0,2.8061723995319287e-08
2918.734,10.0,2.8023056148952623e-08
2919.217,10.0,2.7984368560624657e-08
2919.699,10.0,2.7945821322107085e-08
2920.181,10.0,2.7907334167453315e-08
2920.663,10.0,2.786890699197063e-08
2921.145,10.0,2.7830539691161724e-08
2921.627,10.0,2.7792232160722738e-08
2922.109,10.0,2.7753984296566256e-08
2922.591,10.0,2.771579599479365e-08
2923.073,10.0,2.76776671517127e-08
2923.556,10.0,2.763951874311381e-08
2924.038,10.0,2.7601508629953643e-08
2924.52,10.0,2.756355766538284e-08
2925.002,10.0,2.7525665746505145e-08
2925.484,10.0,2.7487832770623833e-08
2925.966,10.0,2.7450058635237755e-08
2926.448,10.0,2.7412343238040525e-08
2926.93,10.0,2.737468647692419e-08
2927.413,10.0,2.733701030613766e-08
2927.895,10.0,2.7299470632777653e-08
2928.377,10.0,2.7261989290144604e-08
2928.859,10.0,2.7224566176918684e-08
2929.341,10.0,2.7187201191967023e-08
2929.823,10.0,2.714989423435959e-08
2930.305,10.0,2.7112645203351592e-08
2930.787,10.0,2.7075453998400562e-08
2931.27,10.0,2.7038243538676166e-08
2931.751,10.0,2.70012446654459e-08
2932.234,10.0,2.696414959553232e-08
2932.716,10.0,2.692718881223327e-08
2933.198,10.0,2.68902853549417e-08
2933.68,10.0,2.6853439124263462e-08
2934.162,10.0,2.681665002099116e-08
2934.644,10.0,2.6779917946121014e-08
2935.126,10.0,2.6743242800825577e-08
2935.608,10.0,2.6706624486476477e-08
2936.091,10.0,2.6669987109622252e-08
2936.573,10.0,2.6633482279411707e-08
2937.055,10.0,2.6597033985176716e-08
2937.537,10.0,2.6560642129041205e-08
2938.019,10.0,2.6524306613309487e-08
2938.501,10.0,2.648802734047952e-08
2938.983,10.0,2.6451804213240552e-08
2939.465,10.0,2.6415637134459532e-08
2939.948,10.0,2.6379451145928562e-08
2940.43,10.0,2.63433959891893e-08
2940.912,10.0,2.630739659042909e-08
2941.394,10.0,2.6271452853265514e-08
2941.876,10.0,2.623556468148459e-08
2942.358,10.0,2.6199731979073466e-08
2942.84,10.0,2.6163954650192195e-08
2943.322,10.0,2.6128232599192085e-08
2943.804,10.0,2.6092565730599588e-08
2944.287,10.0,2.605688012296001e-08
2944.769,10.0,2.602132344749714e-08
2945.251,10.0,2.5985821668926957e-08
2945.733,10.0,2.5950374692511973e-08
2946.215,10.0,2.591498242368682e-08
2946.697,10.0,2.5879644768071814e-08
2947.179,10.0,2.5844361631472408e-08
2947.661,10.0,2.5809132919858516e-08
2948.144,10.0,2.5773885619917443e-08
2948.626,10.0,2.573876558937204e-08
2949.108,10.0,2.5703699702635998e-08
2949.59,10.0,2.5668687866409543e-08
2950.072,10.0,2.5633729987560365e-08
2950.554,10.0,2.5598825973139908e-08
2951.036,10.0,2.556397573038114e-08
2951.518,10.0,2.552917916668477e-08
2952.0,10.0,2.5494436189634815e-08
2952.483,10.0,2.5459674792651102e-08
2952.965,10.0,2.542503882303783e-08
2953.447,10.0,2.539045616368001e-08
2953.929,10.0,2.535592672286023e-08
2954.411,10.0,2.53214504090395e-08
2954.893,10.0,2.5287027130844063e-08
2955.375,10.0,2.5252656797091545e-08
2955.857,10.0,2.521833931675345e-08
2956.34,10.0,2.5184003565144247e-08
2956.822,10.0,2.5149791628461045e-08
2957.304,10.0,2.5115632272983475e-08
2957.786,10.0,2.5081525408387975e-08
2958.268,10.0,2.5047470944517612e-08
2958.75,10.0,2.501346879137976e-08
2959.232,10.0,2.4979518859167344e-08
2959.714,10.0,2.4945621058236313e-08
2960.197,10.0,2.491170513372492e-08
2960.678,10.0,2.487798149248114e-08
2961.161,10.0,2.4844169599043033e-08
2961.643,10.0,2.4810479537510177e-08
2962.125,10.0,2.477684116140115e-08
2962.607,10.0,2.4743254382088807e-08
2963.089,10.0,2.470971911111057e-08
2963.571,10.0,2.4676235260179214e-08
2964.053,10.0,2.464280274117133e-08
2964.535,10.0,2.4609421466129428e-08
2965.018,10.0,2.4576022250753888e-08
2965.5,10.0,2.4542743306299986e-08
2965.982,10.0,2.450951534276212e-08
2966.464,10.0,2.447633827284827e-08
2966.946,10.0,2.4443212009431683e-08
2967.428,10.0,2.4410136465551028e-08
2967.91,10.0,2.4377111554413153e-08
2968.392,10.0,2.4344137189384722e-08
2968.875,10.0,2.431114502953376e-08
2969.357,10.0,2.4278271601907205e-08
2969.839,10.0,2.4245448461300546e-08
2970.321,10.0,2.4212675521738906e-08
2970.803,10.0,2.417995269740148e-08
2971.285,10.0,2.4147279902645227e-08
2971.767,10.0,2.411465705197184e-08
2972.249,10.0,2.408208406005817e-08
2972.731,10.0,2.4049560841735103e-08
2973.214,10.0,2.4017019991123024e-08
2973.696,10.0,2.398459616794796e-08
2974.178,10.0,2.395222186365497e-08
2974.66,10.0,2.3919896993715514e-08
2975.142,10.0,2.388762147376283e-08
2975.624,10.0,2.385539521959632e-08
2976.106,10.0,2.3823218147165937e-08
2976.588,10.0,2.3791090172584207e-08
2977.071,10.0,2.3758944709155634e-08
2977.553,10.0,2.372691478066846e-08
2978.035,10.0,2.3694933699140763e-08
2978.517,10.0,2.3663001381320262e-08
2978.999,10.0,2.3631117744099924e-08
2979.481,10.0,2.359928270454325e-08
2979.963,10.0,2.3567496179863427e-08
2980.445,10.0,2.3535758087429314e-08
2980.927,10.0,2.3504068344765248e-08
2981.41,10.0,2.3472361273456473e-08
2981.892,10.0,2.3440768083415934e-08
2982.374,10.0,2.3409222996483125e-08
2982.856,10.0,2.3377725930805794e-08
2983.338,10.0,2.334627680468174e-08
2983.82,10.0,2.331487553656912e-08
2984.302,10.0,2.3283522045067803e-08
2984.784,10.0,2.32522162489414e-08
2985.267,10.0,2.3220893265541986e-08
2985.749,10.0,2.3189682715593517e-08
2986.231,10.0,2.3158519618043785e-08
2986.713,10.0,2.3127403892273177e-08
2987.195,10.0,2.3096335457794926e-08
2987.677,10.0,2.30653142342845e-08
2988.159,10.0,2.3034340141571114e-08
2988.641,10.0,2.3003413099620478e-08
2989.124,10.0,2.2972469010796725e-08
2989.605,10.0,2.2941699848675623e-08
2990.088,10.0,2.2910849656847257e-08
2990.57,10.0,2.2880110117590367e-08
2991.052,10.0,2.2849417231057117e-08
2991.534,10.0,2.2818770918121094e-08
2992.016,10.0,2.2788171099803315e-08
2992.498,10.0,2.2757617697273166e-08
2992.98,10.0,2.2727110631848102e-08
2993.462,10.0,2.269664982499035e-08
2993.945,10.0,2.2666172145380845e-08
2994.427,10.0,2.2635803716212237e-08
2994.909,10.0,2.260548131072571e-08
2995.391,10.0,2.2575204850977958e-08
2995.873,10.0,2.254497425916317e-08
2996.355,10.0,2.2514789457627108e-08
2996.837,10.0,2.2484650368857696e-08
2997.319,10.0,2.2454556915495003e-08
2997.802,10.0,2.2424446727582286e-08
2998.284,10.0,2.2394444407784863e-08
2998.766,10.0,2.2364487492003082e-08
2999.248,10.0,2.233457590344951e-08
2999.73,10.0,2.230470956548197e-08
3000.212,10.0,2.2274888401596548e-08
3000.694,10.0,2.2245112335439994e-08
3001.176,10.0,2.221538129079642e-08
3001.658,10.0,2.218569519159615e-08
3002.141,10.0,2.2155992512171353e-08
3002.623,10.0,2.2126396169060202e-08
3003.105,10.0,2.2096844543872724e-08
3003.587,10.0,2.2067337561104416e-08
3004.069,10.0,2.203787514538866e-08
3004.551,10.0,2.2008457221504907e-08
3005.033,10.0,2.1979083714374066e-08
3005.515,10.0,2.194975454904946e-08
3005.998,10.0,2.1920408939644533e-08
3006.48,10.0,2.1891168325280237e-08
3006.962,10.0,2.186197182858161e-08
3007.444,10.0,2.1832819375166443e-08
3007.926,10.0,2.1803710890790184e-08
3008.408,10.0,2.177464630134645e-08
3008.89,10.0,2.1745625532866698e-08
3009.372,10.0,2.1716648511522752e-08
3009.854,10.0,2.1687715163616458e-08
3010.337,10.0,2.165876552363253e-08
3010.819,10.0,2.162991939231109e-08
3011.301,10.0,2.1601116714023324e-08
3011.783,10.0,2.157235741562578e-08
3012.265,10.0,2.154364142411069e-08
3012.747,10.0,2.1514968666604584e-08
3013.229,10.0,2.148633907036893e-08
3013.711,10.0,2.145775256280886e-08
3014.194,10.0,2.1429149897254196e-08
3014.676,10.0,2.1400649438790944e-08
3015.158,10.0,2.137219185185397e-08
3015.64,10.0,2.1343777064382002e-08
3016.122,10.0,2.131540500444906e-08
3016.604,10.0,2.1287075600256206e-08
3017.086,10.0,2.1258788780145764e-08
3017.568,10.0,2.1230544472587825e-08
3018.051,10.0,2.1202284140161812e-08
3018.532,10.0,2.1174183109686158e-08
3019.015,10.0,2.114600762143833e-08
3019.497,10.0,2.1117932739007198e-08
3019.979,10.0,2.108990001333159e-08
3020.461,10.0,2.1061909373679693e-08
3020.943,10.0,2.1033960749445483e-08
3021.425,10.0,2.1006054070160705e-08
3021.907,10.0,2.097818926548206e-08
3022.389,10.0,2.095036626519866e-08
3022.872,10.0,2.0922527405087395e-08
3023.354,10.0,2.0894787889855407e-08
3023.836,10.0,2.0867089969022506e-08
3024.318,10.0,2.0839433572902643e-08
3024.8,10.0,2.0811818631931646e-08
3025.282,10.0,2.078424507667621e-08
3025.764,10.0,2.0756712837832323e-08
3026.246,10.0,2.0729221846225147e-08
3026.729,10.0,2.070171512574368e-08
3027.211,10.0,2.067430650681252e-08
3027.693,10.0,2.0646938928218673e-08
3028.175,10.0,2.061961232129226e-08
3028.657,10.0,2.0592326617500897e-08
3029.139,10.0,2.0565081748431836e-08
3029.621,10.0,2.0537877645805152e-08
3030.103,10.0,2.0510714241458576e-08
3030.585,10.0,2.0483591467361002e-08
3031.068,10.0,2.0456453110567373e-08
3031.55,10.0,2.0429411477322957e-08
3032.032,10.0,2.0402410270851263e-08
3032.514,10.0,2.0375449423622362e-08
3032.996,10.0,2.034852886822759e-08
3033.478,10.0,2.0321648537386308e-08
3033.96,10.0,2.029480836394729e-08
3034.442,10.0,2.0268008280876392e-08
3034.925,10.0,2.024119274403063e-08
3035.407,10.0,2.021447272392382e-08
3035.889,10.0,2.018779259369631e-08
3036.371,10.0,2.016115228680739e-08
3036.853,10.0,2.0134551736843957e-08
3037.335,10.0,2.010799087751226e-08
3037.817,10.0,2.00814696426395e-08
3038.299,10.0,2.005498796617967e-08
3038.781,10.0,2.0028545782210284e-08
3039.264,10.0,2.0002088288355434e-08
3039.746,10.0,1.9975724973658015e-08
3040.228,10.0,1.9949400954262875e-08
3040.71,10.0,1.9923116164724452e-08
3041.192,10.0,1.9896870539724624e-08
3041.674,10.0,1.9870664014062555e-08
3042.156,10.0,1.9844496522656527e-08
3042.638,10.0,1.98183680005498e-08
3043.121,10.0,1.9792224295455208e-08
3043.603,10.0,1.9766173598048842e-08
3044.085,10.0,1.9740161675641798e-08
3044.567,10.0,1.971418846374762e-08
3045.049,10.0,1.968825389800287e-08
3045.531,10.0,1.9662357914163897e-08
3046.013,10.0,1.9636500448095912e-08
3046.495,10.0,1.961068143579432e-08
3046.978,10.0,1.9584847366456824e-08
3047.459,10.0,1.9559158517030854e-08
3047.942,10.0,1.9533401194993697e-08
3048.424,10.0,1.9507735439183407e-08
3048.906,10.0,1.9482107818711904e-08
3049.388,10.0,1.945651827027747e-08
3049.87,10.0,1.9430966730685375e-08
3050.352,10.0,1.9405453136861614e-08
3050.834,10.0,1.9379977425845018e-08
3051.316,10.0,1.935453953479614e-08
3051.799,10.0,1.9329086742812205e-08
3052.281,10.0,1.9303724381761852e-08
3052.763,10.0,1.9278399652702288e-08
3053.245,10.0,1.9253112493256458e-08
3053.727,10.0,1.922786284114987e-08
3054.209,10.0,1.9202650634230548e-08
3054.691,10.0,1.9177475810458064e-08
3055.173,10.0,1.915233830790202e-08
3055.656,10.0,1.9127186028242212e-08
3056.138,10.0,1.9102123059902508e-08
3056.62,10.0,1.9077097227548946e-08
3057.102,10.0,1.905210846970822e-08
3057.584,10.0,1.9027156725019905e-08
3058.066,10.0,1.900224193223112e-08
3058.548,10.0,1.8977364030203437e-08
3059.03,10.0,1.8952522957916592e-08
3059.512,10.0,1.8927718654451323e-08
3059.995,10.0,1.8902899712070468e-08
3060.477,10.0,1.8878168839925086e-08
3060.959,10.0,1.8853474554402224e-08
3061.441,10.0,1.8828816795032963e-08
3061.923,10.0,1.8804195501457977e-08
3062.405,10.0,1.8779610613430923e-08
3062.887,10.0,1.8755062070811268e-08
3063.369,10.0,1.8730549813573064e-08
3063.852,10.0,1.8706023039258703e-08
3064.334,10.0,1.868158324810183e-08
3064.816,10.0,1.8657179562772585e-08
3065.298,10.0,1.863281192367912e-08
3065.78,10.0,1.860848027133924e-08
3066.262,10.0,1.8584184546382635e-08
3066.744,10.0,1.8559924689539748e-08
3067.226,10.0,1.8535700641656956e-08
3067.708,10.0,1.8511512343682927e-08
3068.191,10.0,1.8487309664593877e-08
3068.673,10.0,1.8463192763584753e-08
3069.155,10.0,1.8439111435863712e-08
3069.637,10.0,1.8415065622809245e-08
3070.119,10.0,1.8391055265908123e-08
3070.601,10.0,1.836708030675552e-08
3071.083,10.0,1.8343140687050432e-08
3071.565,10.0,1.8319236348602318e-08
3072.048,10.0,1.8295317748909376e-08
3072.53,10.0,1.8271483871713264e-08
3073.012,10.0,1.8247685101707006e-08
3073.494,10.0,1.822392138112065e-08
3073.976,10.0,1.8200192652290768e-08
3074.458,10.0,1.8176498857653966e-08
3074.94,10.0,1.8152839939760085e-08
3075.422,10.0,1.812921584125365e-08
3075.905,10.0,1.8105577600453468e-08
3076.386,10.0,1.808207187352583e-08
3076.869,10.0,1.8058503129454884e-08
3077.351,10.0,1.803501780878508e-08
3077.833,10.0,1.8011567022190517e-08
3078.315,10.0,1.7988150712945743e-08
3078.797,10.0,1.7964768824426552e-08
3079.279,10.0,1.794142130010908e-08
3079.761,10.0,1.7918108083574144e-08
3080.243,10.0,1.7894829118504612e-08
3080.726,10.0,1.7871536158531848e-08
3081.208,10.0,1.7848325598621844e-08
3081.69,10.0,1.7825149121727774e-08
3082.172,10.0,1.780200667193263e-08
3082.654,10.0,1.777889819343372e-08
3083.136,10.0,1.775582363052657e-08
3083.618,10.0,1.773278292760043e-08
3084.1,10.0,1.770977602915839e-08
3084.583,10.0,1.7686755252698826e-08
3085.065,10.0,1.7663815866950804e-08
3085.547,10.0,1.764091011965787e-08
3086.029,10.0,1.7618037955719376e-08
3086.511,10.0,1.759519932012892e-08
3086.993,10.0,1.7572394157988565e-08
3087.475,10.0,1.754962241448842e-08
3087.957,10.0,1.7526884034927293e-08
3088.439,10.0,1.7504178964699085e-08
3088.922,10.0,1.7481460146865948e-08
3089.404,10.0,1.7458821600707538e-08
3089.886,10.0,1.743621620054208e-08
3090.368,10.0,1.7413643892162437e-08
3090.85,10.0,1.7391104621454124e-08
3091.332,10.0,1.73685983344054e-08
3091.814,10.0,1.7346124977091784e-08
3092.296,10.0,1.732368449569948e-08
3092.779,10.0,1.7301230381663058e-08
3093.261,10.0,1.7278855558967966e-08
3093.743,10.0,1.7256513451201812e-08
3094.225,10.0,1.7234204004936e-08
3094.707,10.0,1.7211927166834143e-08
3095.189,10.0,1.718968288365419e-08
3095.671,10.0,1.716747110226079e-08
3096.153,10.0,1.7145291769599332e-08
3096.635,10.0,1.7123144832724404e-08
3097.118,10.0,1.710098439146059e-08
3097.6,10.0,1.7078902154619398e-08
3098.082,10.0,1.7056852155171973e-08
3098.564,10.0,1.7034834340550546e-08
3099.046,10.0,1.7012848658278593e-08
3099.528,10.0,1.699089505597687e-08
3100.01,10.0,1.6968973481357047e-08
3100.492,10.0,1.694708388222906e-08
3100.975,10.0,1.692518089176993e-08
3101.457,10.0,1.6903355153496736e-08
3101.939,10.0,1.6881561234599176e-08
3102.421,10.0,1.685979908325443e-08
3102.903,10.0,1.683806864774731e-08
3103.385,10.0,1.681636987643989e-08
3103.867,10.0,1.6794702717802874e-08
3104.349,10.0,1.6773067120387534e-08
3104.832,10.0,1.6751418243804855e-08
3105.313,10.0,1.6729890403914417e-08
3105.796,10.0,1.6708304523711724e-08
3106.278,10.0,1.668679472359904e-08
3106.76,10.0,1.6665316228768987e-08
3107.242,10.0,1.66438689883321e-08
3107.724,10.0,1.6622452951484484e-08
3108.206,10.0,1.66010680675201e-08
3108.688,10.0,1.6579714285824685e-08
3109.17,10.0,1.6558391555867033e-08
3109.653,10.0,1.65370556856934e-08
3110.135,10.0,1.651579497216265e-08
3110.617,10.0,1.6494565159231663e-08
3111.099,10.0,1.6473366196739207e-08
3111.581,10.0,1.6452198034611478e-08
3112.063,10.0,1.6431060622860714e-08
3112.545,10.0,1.6409953911596307e-08
3113.027,10.0,1.6388877851013442e-08
3113.51,10.0,1.6367788760390337e-08
3113.992,10.0,1.634677391544269e-08
3114.474,10.0,1.6325789572195832e-08
3114.956,10.0,1.6304835681197535e-08
3115.438,10.0,1.6283912193092483e-08
3115.92,10.0,1.6263019058608583e-08
3116.402,10.0,1.624215622856011e-08
3116.884,10.0,1.622132365385582e-08
3117.366,10.0,1.6200521285487138e-08
3117.849,10.0,1.6179706009976283e-08
3118.331,10.0,1.615896397002822e-08
3118.813,10.0,1.6138251989819792e-08
3119.295,10.0,1.6117570020698135e-08
3119.777,10.0,1.6096918014092986e-08
3120.259,10.0,1.607629592151779e-08
3120.741,10.0,1.6055703694582706e-08
3121.223,10.0,1.6035141284977462e-08
3121.706,10.0,1.601456607655039e-08
3122.188,10.0,1.599406321863357e-08
3122.67,10.0,1.5973590033537035e-08
3123.152,10.0,1.595314647329655e-08
3123.634,10.0,1.5932732490034396e-08
3124.116,10.0,1.5912348035957444e-08
3124.598,10.0,1.5891993063357246e-08
3125.08,10.0,1.587166752461431e-08
3125.562,10.0,1.585137137218987e-08
3126.045,10.0,1.583106254176452e-08
3126.527,10.0,1.581082508042705e-08
3127.009,10.0,1.579061686320602e-08
3127.491,10.0,1.5770437842906155e-08
3127.973,10.0,1.5750287972411996e-08
3128.455,10.0,1.573016720469409e-08
3128.937,10.0,1.5710075492806016e-08
3129.419,10.0,1.569001278988476e-08
3129.902,10.0,1.566993751544921e-08
3130.384,10.0,1.5649932750151657e-08
3130.866,10.0,1.5629956853638498e-08
3131.348,10.0,1.5610009779384414e-08
3131.83,10.0,1.5590091480938513e-08
3132.312,10.0,1.5570201911939293e-08
3132.794,10.0,1.555034102610735e-08
3133.276,10.0,1.5530508777245017e-08
3133.759,10.0,1.5510664062494787e-08
3134.24,10.0,1.5490930006041886e-08
3134.723,10.0,1.54711424532324e-08
3135.205,10.0,1.5451424350889222e-08
3135.687,10.0,1.5431734655663085e-08
3136.169,10.0,1.5412073321843528e-08
3136.651,10.0,1.5392440303807125e-08
3137.133,10.0,1.5372835556009673e-08
3137.615,10.0,1.5353259032988203e-08
3138.097,10.0,1.533371068935964e-08
3138.58,10.0,1.5314150010676816e-08
3139.062,10.0,1.5294657948241988e-08
3139.544,10.0,1.527519392944364e-08
3140.026,10.0,1.5255757909221643e-08
3140.508,10.0,1.5236349842597132e-08
3140.99,10.0,1.5216969684668113e-08
3141.472,10.0,1.519761739061591e-08
3141.954,10.0,1.51782929156991e-08
3142.437,10.0,1.515895620944704e-08
3142.919,10.0,1.513968729638086e-08
3143.401,10.0,1.5120446068610253e-08
3143.883,10.0,1.510123248171227e-08
3144.365,10.0,1.5082046491339937e-08
3144.847,10.0,1.5062888053230824e-08
3145.329,10.0,1.5043757123195702e-08
3145.811,10.0,1.5024653657122942e-08
3146.293,10.0,1.5005577610983033e-08
3146.776,10.0,1.4986489449188034e-08
3147.258,10.0,1.4967468167790938e-08
3147.74,10.0,1.4948474174610894e-08
3148.222,10.0,1.492950742592537e-08
3148.704,10.0,1.4910567878095103e-08
3149.186,10.0,1.489165548755431e-08
3149.668,10.0,1.4872770210812552e-08
3150.15,10.0,1.4853912004462052e-08
3150.633,10.0,1.4835041784395645e-08
3151.115,10.0,1.4816237644835977e-08
3151.597,10.0,1.4797460445807176e-08
3152.079,10.0,1.4778710144202993e-08
3152.561,10.0,1.4759986696994661e-08
3153.043,10.0,1.4741290061231965e-08
3153.525,10.0,1.4722620194037153e-08
3154.007,10.0,1.470397705261017e-08
3154.49,10.0,1.468532199858111e-08
3154.972,10.0,1.4666732235820968e-08
3155.454,10.0,1.4648169070797159e-08
3155.936,10.0,1.4629632461007185e-08
3156.418,10.0,1.4611122364033216e-08
3156.9,10.0,1.4592638737525342e-08
3157.382,10.0,1.457418153920702e-08
3157.864,10.0,1.4555750726883065e-08
3158.346,10.0,1.4537346258428658e-08
3158.829,10.0,1.4518929990129277e-08
