wavenumber_cm1,eta3_10deg_percent,eta3_15deg_percent,engineering_threshold_percent
2711.906,1.5474987231252378e-07,1.52615613246358e-07,0.1
2712.388,1.5434515255704017e-07,1.52225918957791e-07,0.1
2712.871,1.539406341903445e-07,1.5183639590613852e-07,0.1
2713.353,1.5353798956283385e-07,1.5144865455863518e-07,0.1
2713.835,1.531363774244462e-07,1.5106188498297184e-07,0.1
2714.317,1.5273579511990116e-07,1.506760847314337e-07,0.1
2714.799,1.5233624000096574e-07,1.50291251362647e-07,0.1
2715.281,1.5193770942631578e-07,1.499073824415379e-07,0.1
2715.763,1.5154020076158493e-07,1.4952447553932042e-07,0.1
2716.245,1.511437113793452e-07,1.49142528233488e-07,0.1
2716.728,1.507474192312867e-07,1.4876074866514284e-07,0.1
2717.21,1.503529626605017e-07,1.4838071528788197e-07,0.1
2717.692,1.4995951752591158e-07,1.4800163427196706e-07,0.1
2718.174,1.495670812276161e-07,1.4762350321981225e-07,0.1
2718.656,1.4917565117256813e-07,1.4724631974003737e-07,0.1
2719.138,1.4878522477452516e-07,1.4687008144743737e-07,0.1
2719.62,1.4839579945404122e-07,1.464947859629387e-07,0.1
2720.102,1.4800737263844937e-07,1.4612043091364453e-07,0.1
2720.584,1.476199417618469e-07,1.4574701393276436e-07,0.1
2721.067,1.472327035583709e-07,1.4537376084790157e-07,0.1
2721.549,1.4684725894197677e-07,1.4500221486183021e-07,0.1
2722.031,1.4646280260196813e-07,1.4463159987550498e-07,0.1
2722.513,1.460793319993042e-07,1.4426191354646865e-07,0.1
2722.995,1.4569684460161505e-07,1.4389315353831186e-07,0.1
2723.477,1.4531533788317794e-07,1.435253175206595e-07,0.1
2723.959,1.449348093249116e-07,1.4315840316912953e-07,0.1
2724.441,1.4455525641436297e-07,1.4279240816534342e-07,0.1
2724.924,1.4417589222027413e-07,1.42426573725381e-07,0.1
2725.406,1.4379828510527678e-07,1.420624123812127e-07,0.1
2725.888,1.434216461349161e-07,1.4169916346069086e-07,0.1
2726.37,1.430459728230163e-07,1.4133682466923537e-07,0.1
2726.852,1.4267126268991224e-07,1.409753937182136e-07,0.1
2727.334,1.4229751326247992e-07,1.4061486832489284e-07,0.1
2727.816,1.419247220740347e-07,1.4025524621237837e-07,0.1
2728.298,1.4155288666441157e-07,1.3989652510971085e-07,0.1
2728.781,1.4118123610424517e-07,1.3953796131434801e-07,0.1
2729.262,1.4081207337310018e-07,1.3918177687907953e-07,0.1
2729.745,1.4044232606302693e-07,1.38825007511451e-07,0.1
2730.227,1.4007429125574038e-07,1.384698697031268e-07,0.1
2730.709,1.3970720001775445e-07,1.3811562163243492e-07,0.1
2731.191,1.39341049927376e-07,1.3776226106324925e-07,0.1
2731.673,1.3897583856921692e-07,1.374097857652216e-07,0.1
2732.155,1.386115635342666e-07,1.37058193513708e-07,0.1
2732.637,1.382482224198089e-07,1.367074820898393e-07,0.1
2733.119,1.3788581282941493e-07,1.363576492804045e-07,0.1
2733.602,1.3752358337768146e-07,1.360079698114945e-07,0.1
2734.084,1.37163031591521e-07,1.3565988942559634e-07,0.1
2734.566,1.368034041728713e-07,1.353126810441521e-07,0.1
2735.048,1.364446987503502e-07,1.3496634247668557e-07,0.1
2735.53,1.3608691295877334e-07,1.346208715383395e-07,0.1
2736.012,1.357300444391759e-07,1.3427626604988766e-07,0.1
2736.494,1.3537409083875284e-07,1.339325238377159e-07,0.1
2736.976,1.3501904981087808e-07,1.3358964273379554e-07,0.1
2737.458,1.3466491901505656e-07,1.332476205756444e-07,0.1
2737.941,1.343109642314826e-07,1.3290574828354674e-07,0.1
2738.423,1.3395864877916608e-07,1.3256543932269814e-07,0.1
2738.905,1.3360723656932697e-07,1.3222598284910656e-07,0.1
2739.387,1.332567252859247e-07,1.318873767224715e-07,0.1
2739.869,1.3290711261893504e-07,1.315496188080207e-07,0.1
2740.351,1.3255839626443026e-07,1.312127069764289e-07,0.1
2740.833,1.3221057392448369e-07,1.3087663910385725e-07,0.1
2741.315,1.3186364330717226e-07,1.305414130719209e-07,0.1
2741.798,1.315168851218301e-07,1.3020633389160428e-07,0.1
2742.28,1.3117173293626936e-07,1.2987278694317717e-07,0.1
2742.762,1.3082746562883e-07,1.2954007550848948e-07,0.1
2743.244,1.3048408093153805e-07,1.2920819749084546e-07,0.1
2743.726,1.301415765822825e-07,1.2887715079896098e-07,0.1
2744.208,1.2979995032493061e-07,1.2854693334687308e-07,0.1
2744.69,1.2945919990920816e-07,1.2821754305401844e-07,0.1
2745.172,1.2911932309076314e-07,1.2788897784515966e-07,0.1
2745.655,1.287796152044751e-07,1.2756055654141906e-07,0.1
2746.137,1.2844148067176722e-07,1.272336369972156e-07,0.1
2746.619,1.2810421303374378e-07,1.2690753633893372e-07,0.1
2747.101,1.277678100694333e-07,1.2658225251257966e-07,0.1
2747.583,1.2743226956365121e-07,1.2625778346941398e-07,0.1
2748.065,1.2709758930702552e-07,1.2593412716596253e-07,0.1
2748.547,1.2676376709592686e-07,1.256112815640003e-07,0.1
2749.029,1.2643080073252054e-07,1.2528924463052128e-07,0.1
2749.511,1.2609868802468352e-07,1.2496801433773354e-07,0.1
2749.994,1.2576674040563717e-07,1.246469247144892e-07,0.1
2750.476,1.2543633021524266e-07,1.2432730330356378e-07,0.1
2750.958,1.251067671338792e-07,1.240084824769425e-07,0.1
2751.44,1.2477804899226426e-07,1.2369046022756296e-07,0.1
2751.922,1.244501736267769e-07,1.233732345535192e-07,0.1
2752.404,1.2412313887944096e-07,1.2305680345804052e-07,0.1
2752.886,1.2379694259793557e-07,1.2274116494944676e-07,0.1
2753.368,1.2347158263553594e-07,1.224263170411891e-07,0.1
2753.851,1.2314638442676934e-07,1.2211160699489756e-07,0.1
2754.333,1.228226924088573e-07,1.2179833597797478e-07,0.1
2754.815,1.224998302990485e-07,1.2148584962812606e-07,0.1
2755.297,1.221777959730014e-07,1.211741459790771e-07,0.1
2755.779,1.2185658731184658e-07,1.20863223069604e-07,0.1
2756.261,1.2153620220229106e-07,1.2055307894351013e-07,0.1
2756.743,1.212166385365492e-07,1.2024371164959665e-07,0.1
2757.225,1.2089789421233185e-07,1.199351192416689e-07,0.1
2757.708,1.2057930838114364e-07,1.1962666195106112e-07,0.1
2758.189,1.2026285520669838e-07,1.1932025132391146e-07,0.1
2758.672,1.199459009701081e-07,1.190133373102621e-07,0.1
2759.154,1.196304147789194e-07,1.1870782667341325e-07,0.1
2759.636,1.1931573749546338e-07,1.18403081262075e-07,0.1
2760.118,1.1900186705016477e-07,1.1809909915977948e-07,0.1
2760.6,1.186888013787955e-07,1.1779587845494219e-07,0.1
2761.082,1.1837653842255101e-07,1.1749341724088805e-07,0.1
2761.564,1.18065076127997e-07,1.1719171361580985e-07,0.1
2762.046,1.1775441244701338e-07,1.1689076568275865e-07,0.1
2762.529,1.174439032856468e-07,1.1658994952251967e-07,0.1
2763.011,1.171348323551743e-07,1.1629050886015038e-07,0.1
2763.493,1.1682655392174388e-07,1.1599181822416845e-07,0.1
2763.975,1.1651906595853681e-07,1.1569387573696673e-07,0.1
2764.457,1.1621236644402875e-07,1.153966795257659e-07,0.1
2764.939,1.1590645336193617e-07,1.1510022772254264e-07,0.1
2765.421,1.1560132470123323e-07,1.1480451846409459e-07,0.1
2765.903,1.152969784561521e-07,1.1450954989194356e-07,0.1
2766.385,1.1499341262612482e-07,1.1421532015237074e-07,0.1
2766.868,1.1468999783393702e-07,1.1392121925509138e-07,0.1
2767.35,1.1438798846195056e-07,1.1362846316176761e-07,0.1
2767.832,1.1408675353044489e-07,1.1333644036445233e-07,0.1
2768.314,1.1378629105962181e-07,1.1304514902832755e-07,0.1
2768.796,1.1348659907483994e-07,1.1275458732325568e-07,0.1
2769.278,1.131876756066028e-07,1.1246475342376563e-07,0.1
2769.76,1.1288951869055229e-07,1.1217564550906809e-07,0.1
2770.242,1.1259212636741669e-07,1.1188726176302293e-07,0.1
2770.725,1.1229488206016723e-07,1.115990043158798e-07,0.1
2771.207,1.1199901464164905e-07,1.1131206497025335e-07,0.1
2771.689,1.117039059647877e-07,1.1102584436889152e-07,0.1
2772.171,1.1140955409065841e-07,1.1074034071411973e-07,0.1
2772.653,1.1111595708535255e-07,1.1045555221287849e-07,0.1
2773.135,1.1082311302002269e-07,1.1017147707668877e-07,0.1
2773.617,1.1053101997083012e-07,1.098881135216133e-07,0.1
2774.099,1.1023967601892997e-07,1.0960545976827797e-07,0.1
2774.582,1.099484771279763e-07,1.09322929827004e-07,0.1
2775.064,1.0965862717832638e-07,1.0904169182064801e-07,0.1
2775.546,1.0936952059540215e-07,1.0876115830148443e-07,0.1
2776.028,1.0908115548024268e-07,1.08481327508227e-07,0.1
2776.51,1.0879352993883965e-07,1.082021976841171e-07,0.1
2776.992,1.0850664208211557e-07,1.0792376707686986e-07,0.1
2777.474,1.0822049002588853e-07,1.076460339386558e-07,0.1
2777.956,1.079350718908784e-07,1.0736899652610881e-07,0.1
2778.438,1.0765038580268085e-07,1.0709265310031009e-07,0.1
2778.921,1.073658415293607e-07,1.0681643075478085e-07,0.1
2779.403,1.0708261544016984e-07,1.0654147153429168e-07,0.1
2779.885,1.0680011579992388e-07,1.0626720110679529e-07,0.1
2780.367,1.065183407536488e-07,1.0599361775104205e-07,0.1
2780.849,1.0623728845117043e-07,1.0572071975018573e-07,0.1
2781.331,1.0595695704714301e-07,1.0544850539175145e-07,0.1
2781.813,1.056773447009889e-07,1.0517697296761257e-07,0.1
2782.295,1.0539844957693433e-07,1.0490612077402712e-07,0.1
2782.778,1.0511969344995114e-07,1.0463538728946259e-07,0.1
2783.26,1.048422287603142e-07,1.0436589186552029e-07,0.1
2783.742,1.045654758101916e-07,1.0409707158334529e-07,0.1
2784.224,1.0428943278280647e-07,1.0382892475649813e-07,0.1
2784.706,1.0401409786608849e-07,1.0356144970281493e-07,0.1
2785.188,1.037394692526678e-07,1.0329464474442347e-07,0.1
2785.67,1.0346554513987853e-07,1.030285082077384e-07,0.1
2786.152,1.031923237297263e-07,1.0276303842340465e-07,0.1
2786.635,1.0291923856100924e-07,1.024976850292103e-07,0.1
2787.116,1.0264798184867053e-07,1.022340924557204e-07,0.1
2787.599,1.0237629603068692e-07,1.0197006700368988e-07,0.1
2788.081,1.0210586898547945e-07,1.0170724898810889e-07,0.1
2788.563,1.0183613571899052e-07,1.0144508943832257e-07,0.1
2789.045,1.0156709446105345e-07,1.0118358671035238e-07,0.1
2789.527,1.0129874344607941e-07,1.0092273916437946e-07,0.1
2790.009,1.0103108091305965e-07,1.0066254516478453e-07,0.1
2790.491,1.0076410510554153e-07,1.0040300308007957e-07,0.1
2790.973,1.0049781427165804e-07,1.001441112829618e-07,0.1
2791.456,1.0023165631992905e-07,9.988533304926272e-08,0.1
2791.938,9.996673160785377e-08,9.962773830261299e-08,0.1
2792.42,9.970248663735263e-08,9.937078898303705e-08,0.1
2792.902,9.943891967464422e-08,9.911448347970746e-08,0.1
2793.384,9.917602899044013e-08,9.885882018589744e-08,0.1
2793.866,9.89138128599421e-08,9.860379749897793e-08,0.1
2794.348,9.865226956279757e-08,9.834941382038899e-08,0.1
2794.83,9.839139738315405e-08,9.809566755562864e-08,0.1
2795.312,9.813119460956507e-08,9.784255711426589e-08,0.1
2795.795,9.787112177341177e-08,9.758955775852946e-08,0.1
2796.277,9.761225407533405e-08,9.73377155196975e-08,0.1
2796.759,9.735405067205773e-08,9.7086504353867e-08,0.1
2797.241,9.709650986981844e-08,9.68359226867115e-08,0.1
2797.723,9.683962997926059e-08,9.658596894791918e-08,0.1
2798.205,9.6583409315379e-08,9.633664157113317e-08,0.1
2798.687,9.632784619754065e-08,9.60879389940169e-08,0.1
2799.169,9.607293894946993e-08,9.583985965815993e-08,0.1
2799.652,9.581815908214589e-08,9.559188925670104e-08,0.1
2800.134,9.556455991417529e-08,9.534505302902876e-08,0.1
2800.616,9.53116116096811e-08,9.509883538797793e-08,0.1
2801.098,9.505931250966757e-08,9.485323479093166e-08,0.1
2801.58,9.4807660959462e-08,9.460824969918823e-08,0.1
2802.062,9.455665530865285e-08,9.436387857797877e-08,0.1
2802.544,9.430629391110637e-08,9.412011989641193e-08,0.1
2803.026,9.405657512495213e-08,9.387697212749129e-08,0.1
2803.509,9.380698121876436e-08,9.363393118881843e-08,0.1
2803.991,9.3558544071472e-08,9.339200193922973e-08,0.1
2804.473,9.331074463202537e-08,9.31506790413527e-08,0.1
2804.955,9.306358127546113e-08,9.290996098363889e-08,0.1
2805.437,9.281705238105297e-08,9.266984625837078e-08,0.1
2805.919,9.257115633225169e-08,9.243033336165468e-08,0.1
2806.401,9.232589151669413e-08,9.219142079343136e-08,0.1
2806.883,9.208125632617453e-08,9.195310705742009e-08,0.1
2807.365,9.183724915666408e-08,9.171539066114627e-08,0.1
2807.848,9.159336411900777e-08,9.147777878295176e-08,0.1
2808.33,9.135060949063217e-08,9.124125383546849e-08,0.1
2808.812,9.110847809267988e-08,9.100532176990397e-08,0.1
2809.294,9.08669683376599e-08,9.076998110889006e-08,0.1
2809.776,9.062607864215456e-08,9.05352303787782e-08,0.1
2810.258,9.038580742685225e-08,9.030106810966893e-08,0.1
2810.74,9.01461531165306e-08,9.00674928353899e-08,0.1
2811.222,8.990711414002209e-08,8.98345030934872e-08,0.1
2811.705,8.966819490903852e-08,8.960161586189683e-08,0.1
2812.187,8.943038317140977e-08,8.936979401941334e-08,0.1
2812.669,8.919318207519185e-08,8.913855334111174e-08,0.1
2813.151,8.89565900654225e-08,8.890789237933105e-08,0.1
2813.633,8.8720605591114e-08,8.86778096900258e-08,0.1
2814.115,8.848522710533e-08,8.844830383285905e-08,0.1
2814.597,8.825045306509369e-08,8.821937337111905e-08,0.1
2815.079,8.801628193143451e-08,8.79910168717405e-08,0.1
2815.562,8.778222820883685e-08,8.77627609185839e-08,0.1
2816.043,8.754974224779115e-08,8.753602004591305e-08,0.1
2816.526,8.731688916179607e-08,8.730890724858676e-08,0.1
2817.008,8.708511558055116e-08,8.708283351790735e-08,0.1
2817.49,8.685393726724064e-08,8.685732663556287e-08,0.1
2817.972,8.662335270658194e-08,8.66323851901311e-08,0.1
2818.454,8.639336038719499e-08,8.640800777376146e-08,0.1
2818.936,8.616395880161243e-08,8.618419298216496e-08,0.1
2819.418,8.59351464462457e-08,8.596093941460996e-08,0.1
2819.9,8.57069218213903e-08,8.573824567390424e-08,0.1
2820.383,8.547881176075071e-08,8.551565008428283e-08,0.1
2820.865,8.525175932488667e-08,8.529407297407998e-08,0.1
2821.347,8.502529014050794e-08,8.50730515174749e-08,0.1
2821.829,8.479940272333914e-08,8.485258433135214e-08,0.1
2822.311,8.457409559292694e-08,8.463267003613127e-08,0.1
2822.793,8.434936727264293e-08,8.441330725569908e-08,0.1
2823.275,8.412521628964425e-08,8.419449461742878e-08,0.1
2823.757,8.390164117490607e-08,8.39762307521696e-08,0.1
2824.24,8.367817840219935e-08,8.375806316842062e-08,0.1
2824.722,8.345575181921388e-08,8.354089388702488e-08,0.1
2825.204,8.323389671706684e-08,8.332426928909865e-08,0.1
2825.686,8.301261164183389e-08,8.31081880192975e-08,0.1
2826.168,8.279189514333115e-08,8.289264872569118e-08,0.1
2826.65,8.257174577511324e-08,8.267765005977512e-08,0.1
2827.132,8.235216209446605e-08,8.24631906764518e-08,0.1
2827.614,8.213314266237935e-08,8.22492692340135e-08,0.1
2828.096,8.191468604357659e-08,8.20358843941619e-08,0.1
2828.579,8.169633932420369e-08,8.182259378082653e-08,0.1
2829.061,8.14790052011083e-08,8.161027925109959e-08,0.1
2829.543,8.12622296046008e-08,8.13984973265359e-08,0.1
2830.025,8.104601111414347e-08,8.118724668230361e-08,0.1
2830.507,8.083034831285135e-08,8.097652599691975e-08,0.1
2830.989,8.061523978747085e-08,8.076633395224929e-08,0.1
2831.471,8.040068412839485e-08,8.055666923347738e-08,0.1
2831.953,8.018667992965982e-08,8.034753052910163e-08,0.1
2832.436,7.99727835088187e-08,8.013848426635633e-08,0.1
2832.918,7.975987916416391e-08,7.993039475408633e-08,0.1
2833.4,7.95475220807182e-08,7.972282733888258e-08,0.1
2833.882,7.933571086695211e-08,7.95157807224596e-08,0.1
2834.364,7.912444413489117e-08,7.930925360978929e-08,0.1
2834.846,7.891372050016716e-08,7.91032447091365e-08,0.1
2835.328,7.87035385819363e-08,7.889775273201373e-08,0.1
2835.81,7.84938970029424e-08,7.869277639319408e-08,0.1
2836.292,7.828479438945612e-08,7.848831441068327e-08,0.1
2836.775,7.807579722165757e-08,7.82839429076819e-08,0.1
2837.257,7.78677695432208e-08,7.808050686526831e-08,0.1
2837.739,7.76602767274719e-08,7.78775813499345e-08,0.1
2838.221,7.745331741475623e-08,7.767516509259555e-08,0.1
2838.703,7.724689024893908e-08,7.747325682736121e-08,0.1
2839.185,7.704099387737967e-08,7.727185529152507e-08,0.1
2839.667,7.683562695090679e-08,7.707095922557567e-08,0.1
2840.149,7.6630788123813e-08,7.687056737317302e-08,0.1
2840.632,7.642605271652993e-08,7.667026429587128e-08,0.1
2841.114,7.622226715361944e-08,7.647087815382586e-08,0.1
2841.596,7.601900567095226e-08,7.62719924727028e-08,0.1
2842.078,7.581626693661684e-08,7.607360600880869e-08,0.1
2842.56,7.561404962213855e-08,7.587571752155555e-08,0.1
2843.042,7.541235240243772e-08,7.567832577351697e-08,0.1
2843.524,7.521117395586358e-08,7.548142953034131e-08,0.1
2844.006,7.501051296415873e-08,7.528502756083157e-08,0.1
2844.489,7.480995340976142e-08,7.508871269849229e-08,0.1
2844.97,7.461073808918989e-08,7.489370153343149e-08,0.1
2845.453,7.441120901442197e-08,7.46983711258916e-08,0.1
2845.935,7.421260578847192e-08,7.450393501484481e-08,0.1
2846.417,7.401451347401238e-08,7.430998706523538e-08,0.1
2846.899,7.381693077296639e-08,7.411652606435509e-08,0.1
2847.381,7.36198563906166e-08,7.392355080253845e-08,0.1
2847.863,7.34232890355552e-08,7.373106007317542e-08,0.1
2848.345,7.322722741970714e-08,7.353905267269816e-08,0.1
2848.827,7.30316702582822e-08,7.33475274005517e-08,0.1
2849.31,7.28362121156425e-08,7.315608720076693e-08,0.1
2849.792,7.264166106187852e-08,7.296552358981541e-08,0.1
2850.274,7.244761062533584e-08,7.277543852120833e-08,0.1
2850.756,7.225405953438162e-08,7.258583080645385e-08,0.1
2851.238,7.206100652066421e-08,7.239669926005157e-08,0.1
2851.72,7.18684503190672e-08,7.220804269948824e-08,0.1
2852.202,7.167638966774092e-08,7.201985994521506e-08,0.1
2852.684,7.148482330807233e-08,7.18321498206672e-08,0.1
2853.167,7.129335407862614e-08,7.164452317952623e-08,0.1
2853.649,7.11027735583191e-08,7.145775577101984e-08,0.1
2854.131,7.091268357057331e-08,7.1271457477838e-08,0.1
2854.613,7.07230828696464e-08,7.108562713520287e-08,0.1
2855.095,7.053397021299526e-08,7.090026358128657e-08,0.1
2855.577,7.034534436126155e-08,7.071536565716074e-08,0.1
2856.059,7.015720407827619e-08,7.053093220682774e-08,0.1
2856.541,6.996954813102224e-08,7.034696207719753e-08,0.1
2857.023,6.978237528966907e-08,7.016345411806625e-08,0.1
2857.506,6.959529750193076e-08,6.998002789514537e-08,0.1
2857.988,6.940908819138619e-08,6.979744179091922e-08,0.1
2858.47,6.9223358313564e-08,6.961531442156657e-08,0.1
2858.952,6.903810665121284e-08,6.943364464842788e-08,0.1
2859.434,6.88533319901707e-08,6.925243133570321e-08,0.1
2859.916,6.866903311941051e-08,6.907167335043298e-08,0.1
2860.398,6.84852088310007e-08,6.889136956253474e-08,0.1
2860.88,6.830185792010977e-08,6.871151884473342e-08,0.1
2861.363,6.811860025853103e-08,6.853174834500051e-08,0.1
2861.845,6.793619347640838e-08,6.835280133111032e-08,0.1
2862.327,6.77542564733328e-08,6.817430402019115e-08,0.1
2862.809,6.757278805678305e-08,6.799625529627335e-08,0.1
2863.291,6.73917870372855e-08,6.781865404620478e-08,0.1
2863.773,6.72112522284294e-08,6.764149915960447e-08,0.1
2864.255,6.703118244683755e-08,6.746478952890307e-08,0.1
2864.737,6.685157651215838e-08,6.728852404930438e-08,0.1
2865.219,6.667243324707313e-08,6.711270161878486e-08,0.1
2865.702,6.649338124713065e-08,6.693695773681309e-08,0.1
2866.184,6.63151607551472e-08,6.676201902295044e-08,0.1
2866.666,6.613739941644802e-08,6.65875200664064e-08,0.1
2867.148,6.59600960657208e-08,6.641345977619644e-08,0.1
2867.63,6.578324954066206e-08,6.623983706407806e-08,0.1
2868.112,6.560685868192997e-08,6.606665084452339e-08,0.1
2868.594,6.543092233315699e-08,6.589390003473842e-08,0.1
2869.076,6.52554393409386e-08,6.572158355465282e-08,0.1
2869.559,6.508004588967329e-08,6.55493441723058e-08,0.1
2870.041,6.490546709674916e-08,6.537789401773952e-08,0.1
2870.523,6.473133821547533e-08,6.52068749666525e-08,0.1
2871.005,6.455765810420185e-08,6.5036285949776e-08,0.1
2871.487,6.438442562422696e-08,6.486612590053252e-08,0.1
2871.969,6.42116396397497e-08,6.469639375499818e-08,0.1
2872.451,6.4039299017871e-08,6.452708845193565e-08,0.1
2872.933,6.386740262860438e-08,6.435820893275828e-08,0.1
2873.416,6.369559409246e-08,6.418940509105676e-08,0.1
2873.897,6.352493804236493e-08,6.402172302502596e-08,0.1
2874.38,6.33540141767524e-08,6.385376723568162e-08,0.1
2874.862,6.31838843868666e-08,6.368658119280739e-08,0.1
2875.344,6.301419322053229e-08,6.351981567843958e-08,0.1
2875.826,6.284493956499863e-08,6.335346964983856e-08,0.1
2876.308,6.267612231035416e-08,6.318754206685655e-08,0.1
2876.79,6.250774034953646e-08,6.30220318919806e-08,0.1
2877.272,6.233979257831202e-08,6.285693809027773e-08,0.1
2877.754,6.217227789526661e-08,6.269225962942038e-08,0.1
2878.237,6.200484900549715e-08,6.252765511263024e-08,0.1
2878.719,6.183819809866329e-08,6.236380510317496e-08,0.1
2879.201,6.167197699037038e-08,6.220036735094426e-08,0.1
2879.683,6.15061845904374e-08,6.203734083391372e-08,0.1
2880.165,6.134081981147224e-08,6.187472453263652e-08,0.1
2880.647,6.117588156885066e-08,6.171251743020798e-08,0.1
2881.129,6.10113687807312e-08,6.155071851226778e-08,0.1
2881.611,6.084728036802349e-08,6.138932676700277e-08,0.1
2882.094,6.068327613951282e-08,6.122800761166177e-08,0.1
2882.576,6.052003412630221e-08,6.106742802596786e-08,0.1
2883.058,6.035721326555947e-08,6.090725259060344e-08,0.1
2883.54,6.019481248920771e-08,6.074748030386375e-08,0.1
2884.022,6.00328307318817e-08,6.058811016654064e-08,0.1
2884.504,5.987126693095245e-08,6.042914118193828e-08,0.1
2884.986,5.971012002648477e-08,6.0270572355846e-08,0.1
2885.468,5.9549388961283184e-08,6.011240269654724e-08,0.1
2885.95,5.9389072680810586e-08,5.995463121481382e-08,0.1
2886.433,5.9228838814590336e-08,5.979693083339688e-08,0.1
2886.915,5.906934980592993e-08,5.963995356995666e-08,0.1
2887.397,5.891027243243272e-08,5.948337152917295e-08,0.1
2887.879,5.875160565032566e-08,5.93271837316818e-08,0.1
2888.361,5.8593348418488194e-08,5.9171389200568563e-08,0.1
2888.843,5.843549969847338e-08,5.90159869613678e-08,0.1
2889.325,5.827805845447467e-08,5.886097604204906e-08,0.1
2889.807,5.8121023653327536e-08,5.8706355473007147e-08,0.1
2890.29,5.7964069728001764e-08,5.8551804709454757e-08,0.1
2890.772,5.780784556154795e-08,5.839796274672725e-08,0.1
2891.254,5.7652024752155496e-08,5.824450823801608e-08,0.1
2891.736,5.7496606277175156e-08,5.8091440223402784e-08,0.1
2892.218,5.734158911656416e-08,5.793875774535215e-08,0.1
2892.7,5.718697225290284e-08,5.7786459848734566e-08,0.1
2893.182,5.7032754671356686e-08,5.7634545580797777e-08,0.1
2893.664,5.6878935359666745e-08,5.7483013991181617e-08,0.1
2894.146,5.6725513308181623e-08,5.73318641319026e-08,0.1
2894.629,5.6572170440102914e-08,5.7180782653605454e-08,0.1
2895.111,5.6419540709296116e-08,5.7030394207582624e-08,0.1
2895.593,5.626730522305402e-08,5.6880384660175865e-08,0.1
2896.075,5.6115462981980375e-08,5.67307530728506e-08,0.1
2896.557,5.5964012989226606e-08,5.6581498509410044e-08,0.1
2897.039,5.581295425049013e-08,5.6432620035999e-08,0.1
2897.521,5.566228577400101e-08,5.628411672110424e-08,0.1
2898.003,5.551200657052216e-08,5.613598763551885e-08,0.1
2898.486,5.5361805079274525e-08,5.598792569251755e-08,0.1
2898.968,5.521230226669637e-08,5.584054305888422e-08,0.1
2899.45,5.5063185772486515e-08,5.569353187897761e-08,0.1
2899.932,5.4914454617463524e-08,5.554689123286776e-08,0.1
2900.414,5.4766107824935856e-08,5.5400620202909196e-08,0.1
2900.896,5.46181444207073e-08,5.5254717873760476e-08,0.1
2901.378,5.447056343307132e-08,5.5109183332354006e-08,0.1
2901.86,5.43233638927805e-08,5.496401566791236e-08,0.1
2902.343,5.4176240624048876e-08,5.48189139332599e-08,0.1
2902.824,5.403010528963333e-08,5.467477733814877e-08,0.1
2903.307,5.3883741662372375e-08,5.4530406334977856e-08,0.1
2903.789,5.3738059050795246e-08,5.4386697868670426e-08,0.1
2904.271,5.359275307532293e-08,5.42433517575466e-08,0.1
2904.753,5.34478227814416e-08,5.410036710438588e-08,0.1
2905.235,5.330326721707786e-08,5.3957743014213736e-08,0.1
2905.717,5.315908543257205e-08,5.381547859428443e-08,0.1
2906.199,5.30152764807027e-08,5.3673572954075847e-08,0.1
2906.681,5.2871839416644724e-08,5.353202520529273e-08,0.1
2907.164,5.2728476865260494e-08,5.339054190549776e-08,0.1
2907.646,5.258578151865754e-08,5.324970802146547e-08,0.1
2908.128,5.2443455237882266e-08,5.3109229375422836e-08,0.1
2908.61,5.2301497087704845e-08,5.2969105087911584e-08,0.1
2909.092,5.2159906135278006e-08,5.2829334281663624e-08,0.1
2909.574,5.2018681450136746e-08,5.2689916081600134e-08,0.1
2910.056,5.1877822104180995e-08,5.255084961483491e-08,0.1
2910.538,5.1737327171661514e-08,5.2412134010640987e-08,0.1
2911.021,5.1596905377278925e-08,5.2273481698118585e-08,0.1
2911.503,5.1457137255117347e-08,5.2135465939039654e-08,0.1
2911.985,5.1317730781392834e-08,5.199779844160048e-08,0.1
2912.467,5.1178685039766245e-08,5.1860478343736276e-08,0.1
2912.949,5.1039999116225734e-08,5.172350478554973e-08,0.1
2913.431,5.0901672099084256e-08,5.158687690925712e-08,0.1
2913.913,5.076370307897625e-08,5.145059385923703e-08,0.1
2914.395,5.0626091148840734e-08,5.131465478199429e-08,0.1
2914.877,5.0488835403948656e-08,5.117905882616573e-08,0.1
2915.36,5.035165128468538e-08,5.104352488839229e-08,0.1
2915.842,5.0215105939536284e-08,5.0908613337218654e-08,0.1
2916.324,5.007891407731612e-08,5.0774042364303784e-08,0.1
2916.806,4.9943074802458735e-08,5.0639811126743424e-08,0.1
2917.288,4.980758722168197e-08,5.050591878372585e-08,0.1
2917.77,4.9672450443955293e-08,5.037236449653044e-08,0.1
2918.252,4.9537663580534755e-08,5.023914742853595e-08,0.1
2918.734,4.9403225744926287e-08,5.010626674520429e-08,0.1
2919.217,4.926885821979613e-08,4.9973446972401324e-08,0.1
2919.699,4.913511650889916e-08,4.9841237256662665e-08,0.1
2920.181,4.9001721178019774e-08,4.9709361432697726e-08,0.1
2920.663,4.886867134965117e-08,4.957781867425405e-08,0.1
2921.145,4.8735966148523816e-08,4.944660815713848e-08,0.1
2921.627,4.860360470158882e-08,4.9315729059203136e-08,0.1
2922.109,4.847158613801154e-08,4.918518056035549e-08,0.1
2922.591,4.833990958918173e-08,4.9054961842540293e-08,0.1
2923.073,4.820857418869151e-08,4.892507208973936e-08,0.1
2923.556,4.8077307651357043e-08,4.8795242028516435e-08,0.1
