wavenumber_cm1,reflectance_observed,angle_deg,in_fit_band
1336.91,0.1344815025,10.0,0
1337.392,0.134788067,10.0,0
1337.874,0.1351104834,10.0,0
1338.356,0.1353477519,10.0,0
1338.838,0.1355887594,10.0,0
1339.32,0.1357696889,10.0,0
1339.802,0.1360552358,10.0,0
1340.284,0.1365205027,10.0,0
1340.766,0.1365265466,10.0,0
1341.249,0.1367321417,10.0,0
1341.731,0.13716947340000002,10.0,0
1342.213,0.1373269141,10.0,0
1342.695,0.1377376089,10.0,0
1343.177,0.1377864124,10.0,0
1343.659,0.1381798789,10.0,0
1344.141,0.13826076269999998,10.0,0
1344.623,0.1386109854,10.0,0
1345.105,0.1386784541,10.0,0
1345.588,0.1391017913,10.0,0
1346.07,0.1394814854,10.0,0
1346.552,0.1396720679,10.0,0
1347.034,0.1401337292,10.0,0
1347.516,0.1403779989,10.0,0
1347.998,0.1406825302,10.0,0
1348.48,0.1408398961,10.0,0
1348.962,0.1413247445,10.0,0
1349.445,0.1416208661,10.0,0
1349.927,0.1418855818,10.0,0
1350.409,0.1420379593,10.0,0
1350.891,0.1423458367,10.0,0
1351.373,0.1426874976,10.0,0
1351.855,0.1427436484,10.0,0
1352.337,0.1430809106,10.0,0
1352.819,0.1434479467,10.0,0
1353.302,0.1437796166,10.0,0
1353.784,0.14396555519999998,10.0,0
1354.266,0.1442677618,10.0,0
1354.748,0.14453906090000002,10.0,0
1355.23,0.1447911509,10.0,0
1355.712,0.1450709361,10.0,0
1356.194,0.1452903469,10.0,0
1356.676,0.1453301533,10.0,0
1357.158,0.1457712223,10.0,0
1357.641,0.1458029339,10.0,0
1358.123,0.14620035939999998,10.0,0
1358.605,0.1463881436,10.0,0
1359.087,0.1466204134,10.0,0
1359.569,0.146745711,10.0,0
1360.051,0.14683237500000001,10.0,0
1360.533,0.1469572411,10.0,0
1361.015,0.1476130783,10.0,0
1361.498,0.1476229258,10.0,0
1361.98,0.1479613919,10.0,0
1362.462,0.14821013759999999,10.0,0
1362.944,0.1484796229,10.0,0
1363.426,0.14861939059999998,10.0,0
1363.908,0.1490561115,10.0,0
1364.39,0.14915555530000002,10.0,0
1364.872,0.14934685139999998,10.0,0
1365.354,0.1495426107,10.0,0
1365.837,0.1497745054,10.0,0
1366.319,0.1499117419,10.0,0
1366.801,0.1498567128,10.0,0
1367.283,0.1501590519,10.0,0
1367.765,0.1503525812,10.0,0
1368.247,0.1506964515,10.0,0
1368.729,0.15076901169999998,10.0,0
1369.211,0.1507603061,10.0,0
1369.693,0.1510345671,10.0,0
1370.176,0.1511859066,10.0,0
1370.658,0.1513389699,10.0,0
1371.14,0.1517107793,10.0,0
1371.622,0.15168499629999999,10.0,0
1372.104,0.1516627323,10.0,0
1372.586,0.1519232372,10.0,0
1373.068,0.1521059946,10.0,0
1373.55,0.1521873298,10.0,0
1374.032,0.1525366704,10.0,0
1374.515,0.1526852105,10.0,0
1374.997,0.1526493564,10.0,0
1375.479,0.1530036441,10.0,0
1375.961,0.1530218685,10.0,0
1376.443,0.15308642649999998,10.0,0
1376.925,0.153269624,10.0,0
1377.407,0.153239012,10.0,0
1377.889,0.15353194309999998,10.0,0
1378.372,0.1537290908,10.0,0
1378.854,0.1536744768,10.0,0
1379.336,0.1538687161,10.0,0
1379.818,0.15385012180000002,10.0,0
1380.3,0.1539052618,10.0,0
1380.782,0.153895015,10.0,0
1381.264,0.1542198258,10.0,0
1381.746,0.1541329441,10.0,0
1382.229,0.1542707999,10.0,0
1382.711,0.1542502395,10.0,0
1383.193,0.1542636867,10.0,0
1383.675,0.15436640410000002,10.0,0
1384.157,0.1543501862,10.0,0
1384.639,0.154476426,10.0,0
1385.121,0.1545331059,10.0,0
1385.603,0.1544173126,10.0,0
1386.085,0.1546540707,10.0,0
1386.568,0.1544697712,10.0,0
1387.05,0.15463741779999998,10.0,0
1387.532,0.154594103,10.0,0
1388.014,0.1545177989,10.0,0
1388.496,0.154442575,10.0,0
1388.978,0.1544680054,10.0,0
1389.46,0.1546472136,10.0,0
1389.942,0.1549275601,10.0,0
1390.425,0.1546355781,10.0,0
1390.907,0.154747319,10.0,0
1391.389,0.1548108278,10.0,0
1391.871,0.1547315014,10.0,0
1392.353,0.1548069076,10.0,0
1392.835,0.1547796189,10.0,0
1393.317,0.15453270959999998,10.0,0
1393.799,0.1547923719,10.0,0
1394.281,0.1549071301,10.0,0
1394.764,0.15497192099999998,10.0,0
1395.246,0.1547963096,10.0,0
1395.728,0.1548254562,10.0,0
1396.21,0.15486816949999999,10.0,0
1396.692,0.1548121495,10.0,0
1397.174,0.15490036370000002,10.0,0
1397.656,0.154836577,10.0,0
1398.138,0.1549598774,10.0,0
1398.62,0.1549084611,10.0,0
1399.103,0.1547668557,10.0,0
1399.585,0.1547745519,10.0,0
1400.067,0.1547231541,10.0,0
1400.549,0.154873376,10.0,0
1401.031,0.15476842489999998,10.0,0
1401.513,0.1549729954,10.0,0
1401.995,0.154668687,10.0,0
1402.477,0.1546335704,10.0,0
1402.959,0.1547952917,10.0,0
1403.442,0.1546605089,10.0,0
1403.924,0.1546240588,10.0,0
1404.406,0.1544956718,10.0,0
1404.888,0.1546190812,10.0,0
1405.37,0.15423219789999998,10.0,0
1405.852,0.15431608130000002,10.0,0
1406.334,0.153916257,10.0,0
1406.816,0.1539937677,10.0,0
1407.299,0.1537799027,10.0,0
1407.781,0.1539100762,10.0,0
1408.263,0.15382222880000002,10.0,0
1408.745,0.153711889,10.0,0
1409.227,0.1535145049,10.0,0
1409.709,0.15370448420000002,10.0,0
1410.191,0.1534105626,10.0,0
1410.673,0.1534305549,10.0,0
1411.156,0.1534429288,10.0,0
1411.638,0.1533617284,10.0,0
1412.12,0.1532051417,10.0,0
1412.602,0.1530014686,10.0,0
1413.084,0.1529322717,10.0,0
1413.566,0.1530065575,10.0,0
1414.048,0.1529105066,10.0,0
1414.53,0.1527387218,10.0,0
1415.012,0.1527707777,10.0,0
1415.495,0.152449293,10.0,0
1415.977,0.1522650206,10.0,0
1416.459,0.1520946484,10.0,0
1416.941,0.15207681309999999,10.0,0
1417.423,0.15196882779999998,10.0,0
1417.905,0.1517430487,10.0,0
1418.387,0.151439365,10.0,0
1418.869,0.1514857202,10.0,0
1419.352,0.15109994770000001,10.0,0
1419.834,0.15096001469999998,10.0,0
1420.316,0.1511125683,10.0,0
1420.798,0.1510047351,10.0,0
1421.28,0.15103678909999999,10.0,0
1421.762,0.1507144337,10.0,0
1422.244,0.1506872072,10.0,0
1422.726,0.1506828812,10.0,0
1423.208,0.1503595287,10.0,0
1423.69,0.1506718252,10.0,0
1424.173,0.15028888540000002,10.0,0
1424.655,0.1502192219,10.0,0
1425.137,0.1501394465,10.0,0
1425.619,0.1500930445,10.0,0
1426.101,0.1497910023,10.0,0
1426.583,0.1498964484,10.0,0
1427.065,0.1495957368,10.0,0
1427.547,0.1496716266,10.0,0
1428.03,0.1492442939,10.0,0
1428.512,0.1491299844,10.0,0
1428.994,0.1489380312,10.0,0
1429.476,0.148886771,10.0,0
1429.958,0.1487970545,10.0,0
1430.44,0.1486989489,10.0,0
1430.922,0.1484692188,10.0,0
1431.404,0.1483474752,10.0,0
1431.886,0.14831157279999999,10.0,0
1432.369,0.1483093835,10.0,0
1432.851,0.14822467509999998,10.0,0
1433.333,0.1478486642,10.0,0
1433.815,0.14772990460000002,10.0,0
1434.297,0.147588241,10.0,0
1434.779,0.14753176140000002,10.0,0
1435.261,0.14724474170000001,10.0,0
1435.743,0.1471774346,10.0,0
1436.226,0.1470154726,10.0,0
1436.708,0.1466870451,10.0,0
1437.19,0.1465635267,10.0,0
1437.672,0.1462045901,10.0,0
1438.154,0.146352477,10.0,0
1438.636,0.1461977901,10.0,0
1439.118,0.1460047484,10.0,0
1439.6,0.1458608856,10.0,0
1440.083,0.14587840959999998,10.0,0
1440.565,0.1457867689,10.0,0
1441.047,0.1453556497,10.0,0
1441.529,0.1451735691,10.0,0
1442.011,0.14511438610000002,10.0,0
1442.493,0.1450377215,10.0,0
1442.975,0.1449872775,10.0,0
1443.457,0.1448222368,10.0,0
1443.939,0.1445665129,10.0,0
1444.422,0.1444108236,10.0,0
1444.904,0.1442808052,10.0,0
1445.386,0.1440110464,10.0,0
1445.868,0.143785306,10.0,0
1446.35,0.1437697737,10.0,0
1446.832,0.1435674736,10.0,0
1447.314,0.1432234326,10.0,0
1447.796,0.1433779547,10.0,0
1448.279,0.1431272463,10.0,0
1448.76,0.1428856534,10.0,0
1449.243,0.14266108830000002,10.0,0
1449.725,0.14261342770000002,10.0,0
1450.207,0.14258617839999999,10.0,0
1450.689,0.1424258028,10.0,0
1451.171,0.1422118775,10.0,0
1451.653,0.1420384683,10.0,0
1452.135,0.1419793524,10.0,0
1452.617,0.14199724,10.0,0
1453.1,0.1420497699,10.0,0
1453.582,0.1417172837,10.0,0
1454.064,0.1415517284,10.0,0
1454.546,0.141403887,10.0,0
1455.028,0.1413098245,10.0,0
1455.51,0.1410902356,10.0,0
1455.992,0.1410631664,10.0,0
1456.474,0.14098857239999998,10.0,0
1456.957,0.1407806023,10.0,0
1457.439,0.1405381013,10.0,0
1457.921,0.1404566941,10.0,0
1458.403,0.1406361288,10.0,0
1458.885,0.1404202269,10.0,0
1459.367,0.1404174533,10.0,0
1459.849,0.14031062260000002,10.0,0
1460.331,0.1403959544,10.0,0
1460.813,0.1402657719,10.0,0
1461.296,0.1401469803,10.0,0
1461.778,0.1399144883,10.0,0
1462.26,0.1399573177,10.0,0
1462.742,0.1401606796,10.0,0
1463.224,0.1400258219,10.0,0
1463.706,0.139771213,10.0,0
1464.188,0.1398740057,10.0,0
1464.67,0.13978100729999998,10.0,0
1465.153,0.13964684659999999,10.0,0
1465.635,0.1396923867,10.0,0
1466.117,0.1396980061,10.0,0
1466.599,0.1394321465,10.0,0
1467.081,0.1392404419,10.0,0
1467.563,0.1392543906,10.0,0
1468.045,0.1392408583,10.0,0
1468.527,0.1390064547,10.0,0
1469.01,0.1391649482,10.0,0
1469.492,0.1389176107,10.0,0
1469.974,0.13900253810000002,10.0,0
1470.456,0.1385750408,10.0,0
1470.938,0.1389731984,10.0,0
1471.42,0.1386172559,10.0,0
1471.902,0.1384919719,10.0,0
1472.384,0.1385031072,10.0,0
1472.866,0.1387305847,10.0,0
1473.349,0.138529443,10.0,0
1473.831,0.1387102145,10.0,0
1474.313,0.1384389426,10.0,0
1474.795,0.1388589415,10.0,0
1475.277,0.1386862449,10.0,0
1475.759,0.138737242,10.0,0
1476.241,0.1386206209,10.0,0
1476.723,0.1387315431,10.0,0
1477.206,0.1388044665,10.0,0
1477.688,0.13888349079999998,10.0,0
1478.17,0.1387500893,10.0,0
1478.652,0.1389320249,10.0,0
1479.134,0.138937906,10.0,0
1479.616,0.1388261495,10.0,0
1480.098,0.13909780100000002,10.0,0
1480.58,0.1389702098,10.0,0
1481.062,0.138933834,10.0,0
1481.544,0.1390610333,10.0,0
1482.027,0.1390565091,10.0,0
1482.509,0.13894353369999998,10.0,0
1482.991,0.1392891904,10.0,0
1483.473,0.1391413692,10.0,0
1483.955,0.1393170286,10.0,0
1484.437,0.1393232197,10.0,0
1484.919,0.1392449219,10.0,0
1485.401,0.1393182203,10.0,0
1485.884,0.13954463479999998,10.0,0
1486.366,0.1394567616,10.0,0
1486.848,0.1398999004,10.0,0
1487.33,0.1397840142,10.0,0
1487.812,0.13988537539999998,10.0,0
1488.294,0.1400031084,10.0,0
1488.776,0.140364818,10.0,0
1489.258,0.14061310300000002,10.0,0
1489.74,0.1407269919,10.0,0
1490.223,0.1409980398,10.0,0
1490.705,0.1411246912,10.0,0
1491.187,0.14120287920000002,10.0,0
1491.669,0.1410763826,10.0,0
1492.151,0.14142631890000001,10.0,0
1492.633,0.1413851777,10.0,0
1493.115,0.14148728119999998,10.0,0
1493.597,0.1416666161,10.0,0
1494.08,0.1416424097,10.0,0
1494.562,0.14179916820000002,10.0,0
1495.044,0.1421058024,10.0,0
1495.526,0.142216081,10.0,0
1496.008,0.1424326773,10.0,0
1496.49,0.1426727864,10.0,0
1496.972,0.1429736492,10.0,0
1497.454,0.1430813242,10.0,0
1497.937,0.1433542795,10.0,0
1498.419,0.1438758556,10.0,0
1498.901,0.14357091090000001,10.0,0
1499.383,0.14379120350000002,10.0,0
1499.865,0.1442500692,10.0,0
1500.347,0.1443565194,10.0,0
1500.829,0.1443999838,10.0,0
1501.311,0.144437747,10.0,0
1501.793,0.1446359834,10.0,0
1502.276,0.144693662,10.0,0
1502.758,0.1447118245,10.0,0
1503.24,0.14496072299999999,10.0,0
1503.722,0.1451082682,10.0,0
1504.204,0.1452777642,10.0,0
1504.686,0.14563946789999999,10.0,0
1505.168,0.1454969128,10.0,0
1505.65,0.1460315389,10.0,0
1506.133,0.14626487700000002,10.0,0
1506.615,0.1463950005,10.0,0
1507.097,0.1469067225,10.0,0
1507.579,0.1473284642,10.0,0
1508.061,0.1475992401,10.0,0
1508.543,0.1476740113,10.0,0
1509.025,0.1478220472,10.0,0
1509.507,0.1479308915,10.0,0
1509.99,0.14838694,10.0,0
1510.471,0.14827190999999998,10.0,0
1510.954,0.1486226055,10.0,0
1511.436,0.1486001945,10.0,0
1511.918,0.14874472519999998,10.0,0
1512.4,0.1489078959,10.0,0
1512.882,0.1490581138,10.0,0
1513.364,0.1491475487,10.0,0
1513.846,0.1494653938,10.0,0
1514.328,0.14933759459999998,10.0,0
1514.811,0.1497519751,10.0,0
1515.293,0.1500035571,10.0,0
1515.775,0.1500698924,10.0,0
1516.257,0.1503858162,10.0,0
1516.739,0.1505971385,10.0,0
1517.221,0.1504874612,10.0,0
1517.703,0.1507932595,10.0,0
1518.185,0.1508578318,10.0,0
1518.667,0.1511484879,10.0,0
1519.15,0.15128566799999998,10.0,0
1519.632,0.1514177981,10.0,0
1520.114,0.15150939019999998,10.0,0
1520.596,0.1515868491,10.0,0
1521.078,0.1518714021,10.0,0
1521.56,0.151945408,10.0,0
1522.042,0.15232331529999998,10.0,0
1522.524,0.1522072961,10.0,0
1523.007,0.1522717935,10.0,0
1523.489,0.1524925269,10.0,0
1523.971,0.1523054647,10.0,0
1524.453,0.1525069935,10.0,0
1524.935,0.1522856431,10.0,0
1525.417,0.15241806800000002,10.0,0
1525.899,0.1522653168,10.0,0
1526.381,0.1521778937,10.0,0
1526.864,0.1523721595,10.0,0
1527.346,0.152536477,10.0,0
1527.828,0.1525117554,10.0,0
1528.31,0.15251927869999998,10.0,0
1528.792,0.1524695606,10.0,0
1529.274,0.1525942497,10.0,0
1529.756,0.1527097462,10.0,0
1530.238,0.1529033938,10.0,0
1530.72,0.152960123,10.0,0
1531.203,0.1531162313,10.0,0
1531.685,0.1533448113,10.0,0
1532.167,0.1533039237,10.0,0
1532.649,0.1536326529,10.0,0
1533.131,0.1538900853,10.0,0
1533.613,0.1541850224,10.0,0
1534.095,0.1543494545,10.0,0
1534.577,0.1544908404,10.0,0
1535.06,0.1546591588,10.0,0
1535.542,0.1547364973,10.0,0
1536.024,0.1550009316,10.0,0
1536.506,0.1548194856,10.0,0
1536.988,0.1548877978,10.0,0
1537.47,0.1552294767,10.0,0
1537.952,0.1552090704,10.0,0
1538.434,0.1556714178,10.0,0
1538.917,0.155726084,10.0,0
1539.398,0.1559061414,10.0,0
1539.881,0.15619460500000001,10.0,0
1540.363,0.156430862,10.0,0
1540.845,0.15680834629999998,10.0,0
1541.327,0.1567832006,10.0,0
1541.809,0.1570389019,10.0,0
1542.291,0.1567963237,10.0,0
1542.773,0.1565497574,10.0,0
1543.255,0.1566455679,10.0,0
1543.738,0.156567751,10.0,0
1544.22,0.1563615199,10.0,0
1544.702,0.1561926502,10.0,0
1545.184,0.1560324082,10.0,0
1545.666,0.15608882810000002,10.0,0
1546.148,0.1558408285,10.0,0
1546.63,0.1558737664,10.0,0
1547.112,0.1555504798,10.0,0
1547.594,0.15558937609999998,10.0,0
1548.077,0.15560671539999998,10.0,0
1548.559,0.1555032723,10.0,0
1549.041,0.1554740179,10.0,0
1549.523,0.1553173403,10.0,0
1550.005,0.15513877669999998,10.0,0
1550.487,0.15531021109999998,10.0,0
1550.969,0.15515406369999998,10.0,0
1551.451,0.1552260758,10.0,0
1551.934,0.1551980048,10.0,0
1552.416,0.1548782588,10.0,0
1552.898,0.155254237,10.0,0
1553.38,0.1550039377,10.0,0
1553.862,0.1552332962,10.0,0
1554.344,0.1552576087,10.0,0
1554.826,0.1550870141,10.0,0
1555.308,0.1550556363,10.0,0
1555.791,0.155252322,10.0,0
1556.273,0.15536918630000002,10.0,0
1556.755,0.1556263615,10.0,0
1557.237,0.1555774183,10.0,0
1557.719,0.1559078756,10.0,0
1558.201,0.1559556426,10.0,0
1558.683,0.1564029227,10.0,0
1559.165,0.1567770361,10.0,0
1559.647,0.1567776367,10.0,0
1560.13,0.1571439093,10.0,0
1560.612,0.15699028780000002,10.0,0
1561.094,0.1572054468,10.0,0
1561.576,0.157158773,10.0,0
1562.058,0.15715309859999999,10.0,0
1562.54,0.1573252973,10.0,0
1563.022,0.1572469782,10.0,0
1563.504,0.1572215265,10.0,0
1563.987,0.15742744679999998,10.0,0
1564.469,0.1576630957,10.0,0
1564.951,0.1576275263,10.0,0
1565.433,0.1578321135,10.0,0
1565.915,0.1580286503,10.0,0
1566.397,0.1580654879,10.0,0
1566.879,0.158218104,10.0,0
1567.361,0.1584089395,10.0,0
1567.844,0.1584940966,10.0,0
1568.325,0.15871690989999998,10.0,0
1568.808,0.1590688446,10.0,0
1569.29,0.15926257259999999,10.0,0
1569.772,0.1594626209,10.0,0
1570.254,0.1598438262,10.0,0
1570.736,0.1600642964,10.0,0
1571.218,0.1602950001,10.0,0
1571.7,0.1605140521,10.0,0
1572.182,0.16073900559999998,10.0,0
1572.665,0.1605825163,10.0,0
1573.147,0.16081192819999998,10.0,0
1573.629,0.16107613099999998,10.0,0
1574.111,0.16129162449999998,10.0,0
1574.593,0.1614109771,10.0,0
1575.075,0.1617190108,10.0,0
1575.557,0.1620856503,10.0,0
1576.039,0.1622731155,10.0,0
1576.521,0.1626802681,10.0,0
1577.004,0.1629956928,10.0,0
1577.486,0.1631226475,10.0,0
1577.968,0.1633317237,10.0,0
1578.45,0.16336315240000002,10.0,0
1578.932,0.1637887377,10.0,0
1579.414,0.16370625,10.0,0
1579.896,0.1640669789,10.0,0
1580.378,0.16411383029999999,10.0,0
1580.861,0.16423114730000002,10.0,0
1581.343,0.1643363953,10.0,0
1581.825,0.1644720438,10.0,0
1582.307,0.1647063184,10.0,0
1582.789,0.1645702654,10.0,0
1583.271,0.1649533781,10.0,0
1583.753,0.16499343710000003,10.0,0
1584.235,0.1652964659,10.0,0
1584.718,0.1652628124,10.0,0
1585.2,0.16527421050000002,10.0,0
1585.682,0.16562166479999998,10.0,0
1586.164,0.1656117413,10.0,0
1586.646,0.16583669650000002,10.0,0
1587.128,0.1659574643,10.0,0
1587.61,0.1659565683,10.0,0
1588.092,0.16598972029999998,10.0,0
1588.574,0.1659506975,10.0,0
1589.057,0.16618802370000002,10.0,0
1589.539,0.16608205099999998,10.0,0
1590.021,0.1661166121,10.0,0
1590.503,0.16642455729999997,10.0,0
1590.985,0.16629618959999998,10.0,0
1591.467,0.1663242159,10.0,0
1591.949,0.1661905827,10.0,0
1592.431,0.16638840810000002,10.0,0
1592.914,0.1664076808,10.0,0
1593.396,0.1666101062,10.0,0
1593.878,0.16646359919999998,10.0,0
1594.36,0.166510491,10.0,0
1594.842,0.1665661404,10.0,0
1595.324,0.1667379054,10.0,0
1595.806,0.1666798889,10.0,0
1596.288,0.16671893529999998,10.0,0
1596.771,0.16657072169999998,10.0,0
1597.252,0.1665374272,10.0,0
1597.735,0.1665656632,10.0,0
1598.217,0.1666944041,10.0,0
1598.699,0.1664984254,10.0,0
1599.181,0.1664518263,10.0,0
1599.663,0.1664797673,10.0,0
1600.145,0.1663664601,10.0,0
1600.627,0.16660303429999998,10.0,0
1601.109,0.1665409526,10.0,0
1601.592,0.16666057469999998,10.0,0
1602.074,0.16663868520000003,10.0,0
1602.556,0.16666488940000002,10.0,0
1603.038,0.1664420114,10.0,0
1603.52,0.1665594355,10.0,0
1604.002,0.1664195993,10.0,0
1604.484,0.1664060967,10.0,0
1604.966,0.16639646190000001,10.0,0
1605.448,0.1666117024,10.0,0
1605.931,0.16640938689999998,10.0,0
1606.413,0.1663646386,10.0,0
1606.895,0.1664409591,10.0,0
1607.377,0.1662788627,10.0,0
1607.859,0.1660016793,10.0,0
1608.341,0.1659120906,10.0,0
1608.823,0.16595951790000002,10.0,0
1609.305,0.1662064238,10.0,0
1609.788,0.1660178742,10.0,0
1610.27,0.1657685929,10.0,0
1610.752,0.1658407002,10.0,0
1611.234,0.1657001345,10.0,0
1611.716,0.1656765549,10.0,0
1612.198,0.16556243240000001,10.0,0
1612.68,0.1656494803,10.0,0
1613.162,0.1654002169,10.0,0
1613.645,0.16545672190000002,10.0,0
1614.127,0.16513981600000002,10.0,0
1614.609,0.1653160103,10.0,0
1615.091,0.1652395878,10.0,0
1615.573,0.16501166720000002,10.0,0
1616.055,0.16490292039999999,10.0,0
1616.537,0.164951072,10.0,0
1617.019,0.1648585898,10.0,0
1617.501,0.16471628689999998,10.0,0
1617.984,0.1647950342,10.0,0
1618.466,0.1647624042,10.0,0
1618.948,0.164674138,10.0,0
1619.43,0.16461372159999998,10.0,0
1619.912,0.164468307,10.0,0
1620.394,0.1646320785,10.0,0
1620.876,0.1646122124,10.0,0
1621.358,0.1643836469,10.0,0
1621.841,0.1643948545,10.0,0
1622.323,0.1644011322,10.0,0
1622.805,0.1643214581,10.0,0
1623.287,0.1643115048,10.0,0
1623.769,0.16442454399999998,10.0,0
1624.251,0.16435207940000002,10.0,0
1624.733,0.1641781964,10.0,0
1625.215,0.1641452422,10.0,0
1625.698,0.16411984929999998,10.0,0
1626.179,0.16409023690000002,10.0,0
1626.662,0.16408331650000002,10.0,0
1627.144,0.16395832559999998,10.0,0
1627.626,0.1639082356,10.0,0
1628.108,0.1638246762,10.0,0
1628.59,0.16390096440000002,10.0,0
1629.072,0.1638122333,10.0,0
1629.554,0.16396403410000002,10.0,0
1630.036,0.16373949450000003,10.0,0
1630.519,0.1637648177,10.0,0
1631.001,0.1636866874,10.0,0
1631.483,0.16362660850000002,10.0,0
1631.965,0.1636731653,10.0,0
1632.447,0.16363172739999998,10.0,0
1632.929,0.1636524546,10.0,0
1633.411,0.16340204719999998,10.0,0
1633.893,0.16374422689999998,10.0,0
1634.375,0.1634508649,10.0,0
1634.858,0.16341237490000002,10.0,0
1635.34,0.1632833103,10.0,0
1635.822,0.1631814352,10.0,0
1636.304,0.1631585445,10.0,0
1636.786,0.162961794,10.0,0
1637.268,0.1631360789,10.0,0
1637.75,0.16273560580000002,10.0,0
1638.232,0.16301609849999998,10.0,0
1638.715,0.1627153165,10.0,0
1639.197,0.1627975825,10.0,0
1639.679,0.1625766553,10.0,0
1640.161,0.16273158810000002,10.0,0
1640.643,0.1625707479,10.0,0
1641.125,0.1624355039,10.0,0
1641.607,0.1623936004,10.0,0
1642.089,0.1624714465,10.0,0
1642.572,0.16198418709999998,10.0,0
1643.054,0.1620634656,10.0,0
1643.536,0.1621059528,10.0,0
1644.018,0.1620110405,10.0,0
1644.5,0.1620729984,10.0,0
1644.982,0.1620072155,10.0,0
1645.464,0.1616871936,10.0,0
1645.946,0.16158479280000002,10.0,0
1646.428,0.16137703429999997,10.0,0
1646.911,0.1613899016,10.0,0
1647.393,0.16129788560000002,10.0,0
1647.875,0.1610744099,10.0,0
1648.357,0.1612083587,10.0,0
1648.839,0.16104049180000002,10.0,0
1649.321,0.16087010870000001,10.0,0
1649.803,0.1608675106,10.0,0
1650.285,0.16067681749999999,10.0,0
1650.768,0.16076283109999998,10.0,0
1651.25,0.1607194214,10.0,0
1651.732,0.16072985760000003,10.0,0
1652.214,0.16079706059999999,10.0,0
1652.696,0.1604195504,10.0,0
1653.178,0.1603398425,10.0,0
1653.66,0.1602198571,10.0,0
1654.142,0.1602758837,10.0,0
1654.625,0.16028605769999998,10.0,0
1655.106,0.16016918130000002,10.0,0
1655.589,0.1599678478,10.0,0
1656.071,0.1599593718,10.0,0
1656.553,0.1599294512,10.0,0
1657.035,0.15978816610000002,10.0,0
1657.517,0.15968596899999998,10.0,0
1657.999,0.15964756,10.0,0
1658.481,0.1595414424,10.0,0
1658.963,0.1595014252,10.0,0
1659.446,0.1594580367,10.0,0
1659.928,0.1593052772,10.0,0
1660.41,0.1593005476,10.0,0
1660.892,0.1588830269,10.0,0
1661.374,0.15901274499999998,10.0,0
1661.856,0.1590693551,10.0,0
1662.338,0.1588048518,10.0,0
1662.82,0.1586739881,10.0,0
1663.302,0.15852894879999999,10.0,0
1663.785,0.1585249612,10.0,0
1664.267,0.1584709502,10.0,0
1664.749,0.1581198419,10.0,0
1665.231,0.1580943897,10.0,0
1665.713,0.1579486506,10.0,0
1666.195,0.1578673404,10.0,0
1666.677,0.1578816829,10.0,0
1667.159,0.157882601,10.0,0
1667.642,0.1575550104,10.0,0
1668.124,0.1574940518,10.0,0
1668.606,0.157296545,10.0,0
1669.088,0.1573577105,10.0,0
1669.57,0.157367808,10.0,0
1670.052,0.1572002525,10.0,0
1670.534,0.1570268766,10.0,0
1671.016,0.156819118,10.0,0
1671.499,0.1567181558,10.0,0
1671.981,0.15694448230000002,10.0,0
1672.463,0.1567423128,10.0,0
1672.945,0.1566632229,10.0,0
1673.427,0.15642569950000001,10.0,0
1673.909,0.1563582943,10.0,0
1674.391,0.156248194,10.0,0
1674.873,0.1560104841,10.0,0
1675.355,0.15616878509999998,10.0,0
1675.838,0.1562046199,10.0,0
1676.32,0.1561507689,10.0,0
1676.802,0.15594351010000002,10.0,0
1677.284,0.1557535867,10.0,0
1677.766,0.1558321013,10.0,0
1678.248,0.1556840709,10.0,0
1678.73,0.1556865822,10.0,0
1679.212,0.155496475,10.0,0
1679.695,0.15549579189999999,10.0,0
1680.177,0.1554428609,10.0,0
1680.659,0.1551729768,10.0,0
1681.141,0.1552038606,10.0,0
1681.623,0.15508206859999998,10.0,0
1682.105,0.1549651708,10.0,0
1682.587,0.1548154098,10.0,0
1683.069,0.1549037662,10.0,0
1683.552,0.1549225738,10.0,0
1684.033,0.1546399718,10.0,0
1684.516,0.1546657101,10.0,0
1684.998,0.1546068384,10.0,0
1685.48,0.1544189748,10.0,0
1685.962,0.1545839944,10.0,0
1686.444,0.1542869458,10.0,0
1686.926,0.1542809338,10.0,0
1687.408,0.1542653168,10.0,0
1687.89,0.154117304,10.0,0
1688.373,0.1538573248,10.0,0
1688.855,0.1540898123,10.0,0
1689.337,0.1538355951,10.0,0
1689.819,0.15376752359999998,10.0,0
1690.301,0.1534723561,10.0,0
1690.783,0.1536638981,10.0,0
1691.265,0.1534929368,10.0,0
1691.747,0.1534077743,10.0,0
1692.229,0.1534343235,10.0,0
1692.712,0.1533427162,10.0,0
1693.194,0.1533140783,10.0,0
1693.676,0.1533603633,10.0,0
1694.158,0.1533418334,10.0,0
1694.64,0.152967773,10.0,0
1695.122,0.1530969063,10.0,0
1695.604,0.1529836145,10.0,0
1696.086,0.1530126766,10.0,0
1696.569,0.1528650182,10.0,0
1697.051,0.1528446812,10.0,0
1697.533,0.1527401559,10.0,0
1698.015,0.1528835488,10.0,0
1698.497,0.1527601803,10.0,0
1698.979,0.1529275094,10.0,0
1699.461,0.1526155642,10.0,0
1699.943,0.15257644839999998,10.0,0
1700.426,0.1526442522,10.0,0
1700.908,0.15246388460000002,10.0,0
1701.39,0.1523242818,10.0,0
1701.872,0.1523104014,10.0,0
1702.354,0.15225922990000001,10.0,0
1702.836,0.1522460049,10.0,0
1703.318,0.1519187546,10.0,0
